StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,participation,gender,age,"education ",occupation,city_size,license,duration_license,car_ownership,car_type,km_per year,frequency,companionship,preferences_mobility_1,preferences_mobility_2,preferences_mobility_3,preferences_mobility_8,preferences_mobility_4,preferences_mobility_5,preferences_mobility_6,preferences_mobility_7,preferences_mobility_7_TEXT,prior_knowledge,experience,evaluation_1,evaluation_2,evaluation_3,evaluation_4,evaluation_why_1,evaluation_why_2,evaluation_why_3,evaluation_why_4,evaluation_why_5,evaluation_why_6,evaluation_why_not_1,evaluation_why_not_2,evaluation_why_not_3,evaluation_why_not_4,evaluation_why_not_5,car_choice,concern_destination,impact_destination,probability_goal,concern_charging,impact_charging,probability_charging,concern_charge_time,impact_charge_time,prob_charge_time,concern_accident,impact_accident,prob_accident,concern_price,impact_price,prob_price,concern_support,impact_support,prob_support,worry_ev_1,worry_ev_2,worry_ev_3,worry_ev_4,worry_ev_5,worry_ev_6,worry_ev_6_TEXT,control_question,control_reading_n,control_neutral,driving_climate_1,driving_climate_2,driving_climate_3,driving_climate_4,personality_1,personality_2,personality_3,personality_2_1,personality_2_2,personality_2_3,personality_2_4,tech_interaction_1,tech_interaction_2,tech_interaction_3,tech_interaction_4,tech_interaction_5,tech_interaction_6,tech_interaction_7,tech_interaction_8,tech_interaction_9,concern_destination,impact_destination,prob_destination,concern_charging,impact_charging,prob_charging,concern_charge_time,impact_charge_time,prob_charge_time,concern_accident,impact_accident,prob_accident,concern_price,impact_price,prob_price,concern_support,impact_support,prob_support,worry_ev_1,worry_ev_2,worry_ev_3,worry_ev_4,worry_ev_5,worry_ev_6,worry_ev_6_TEXT,SC0,diggi
2023-06-19 03:33:03,2023-06-19 04:12:19,0,81.182.89.72,100,2355,1,2023-06-19 04:12:20,R_1Nza7GKRnh0Xgn9,,,,,46.8982,18.0573,anonymous,DE,1,2,70,3,6,6,"1,3",4,1,2,4,1,2,5,6,3,2,4,1,8,7,,2,6,3,2,4,4,3,3,4,3,3,4,6,5,2,2,6,4,5,3,2,6,4,2,5,3,6,6,5,6,3,3,6,1,1,6,1,2,4,5,3,6,,1,,,6,1,3,3,2,1,2,4,3,5,2,5,4,4,3,3,5,3,4,3,3,3,3,4,3,3,4,3,5,4,4,6,1,1,2,1,1,6,1,2,4,5,3,6,,,ds
2023-06-19 04:12:29,2023-06-19 04:25:45,0,89.1.214.186,100,796,1,2023-06-19 04:25:46,R_BSqVzo7oBcyhMPf,,,,,50.9244,6.9693,anonymous,DE,1,1,40,4,8,4,5,5,3,,6,6,2,6,5,8,3,2,7,4,1,"Zu Fuß ",3,3,5,3,2,2,5,5,4,3,6,1,3,1,1,1,1,2,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,3,3,3,5,2,6,4,1,"Das der Stadt eine ausreichend flächendeckende Planung macht die das haben von reinen E-Autos Umweltschützerder und finanziell rentabel macht. Das problem sind die die Autos sonder die nicht bestehende Infrastruktur für solche und die Anfälligkeit der Boardcomputer da immer noch wenig in die Forschung gesteckt wird. Und natürlich das es immernoch keine vernünftiger Entsorgung von Batterien gibt noch so vielen Jahren. ",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aw
2023-06-19 04:25:07,2023-06-19 04:37:55,0,95.223.45.3,100,767,1,2023-06-19 04:37:56,R_2zoRbvjrDx3jnmu,,,,,50.7599,6.0953,anonymous,DE,1,2,25,5,4,3,"1,2,3",3,1,1,3,2,1,7,4,2,3,1,6,5,8,,2,4,6,5,2,1,6,6,1,2,5,1,1,1,1,1,5,3,2,4,2,3,1,3,1,1,2,1,5,2,1,3,3,3,3,3,1,2,3,6,5,4,Batterieverschleiß,1,,,6,1,5,1,1,1,1,3,4,5,2,6,6,1,6,5,3,4,4,6,1,3,1,1,1,1,2,1,1,1,4,1,2,4,3,3,4,2,1,2,3,5,4,6,,,mbz
2023-06-19 04:42:59,2023-06-19 04:45:56,0,95.223.44.72,100,176,1,2023-06-19 04:45:57,R_3COa01gsADUsjGs,,,,,50.7661,6.1395,anonymous,DE,1,2,35,6,4,3,3,4,2,,3,3,1,8,2,7,5,4,3,1,6,,4,3,3,3,2,4,4,4,3,3,5,2,3,2,4,1,5,2,3,3,3,4,3,5,4,4,3,4,3,7,5,3,3,4,3,3,4,5,2,1,3,6,,,1,,2,3,4,2,3,6,1,3,5,4,6,3,4,3,4,1,4,4,4,4,3,3,5,2,5,4,4,4,5,4,4,6,4,2,6,3,4,3,3,4,5,2,1,6,,,mbz
2023-06-18 23:44:23,2023-06-19 05:20:08,0,91.3.75.160,100,20144,1,2023-06-19 05:20:09,R_1hDMJYDsqNcaSt1,,,,,50.9285,12.0143,anonymous,DE,1,1,55,4,5,1,1,4,3,,1,2,1,7,3,1,5,2,6,4,8,,3,5,4,4,4,4,4,3,2,3,2,3,4,4,4,5,5,5,4,3,5,4,3,5,4,3,5,5,5,6,4,4,6,4,4,6,1,3,2,5,4,6,,,,1,5,2,4,2,4,2,2,3,3,3,4,3,3,4,3,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,aw
2023-06-19 05:15:40,2023-06-19 05:30:51,0,46.114.109.52,100,910,1,2023-06-19 05:30:52,R_1nOpv403AyiFmSH,,,,,50.7338,7.1042,anonymous,DE,1,1,23,5,3,4,1,3,3,,1,3,2,4,2,6,5,7,1,3,8,,3,3,5,6,2,2,5,5,3,3,4,2,4,3,2,4,3,2,2,3,3,4,4,6,3,3,6,4,5,2,4,2,4,4,2,6,1,4,2,5,3,6,,,,1,6,2,4,4,1,2,3,2,4,5,2,1,1,5,2,2,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 05:19:00,2023-06-19 05:39:51,0,46.183.103.254,100,1250,1,2023-06-19 05:39:51,R_1ietMtwgzeg8l0n,,,,,50.8178,6.2776,anonymous,DE,1,1,28,5,3,4,1,4,1,1,2,2,1,3,2,7,5,4,6,1,8,,1,3,5,5,2,2,6,6,5,4,2,2,4,3,3,3,4,2,2,5,2,2,4,2,3,2,3,1,6,6,4,4,6,4,4,6,2,1,4,5,3,6,,1,,,5,5,4,2,1,1,1,2,6,4,2,4,4,2,4,4,1,5,4,5,2,4,2,2,4,2,3,2,2,2,5,7,4,3,6,3,4,6,2,1,4,5,3,6,,,mbz
2023-06-19 05:46:38,2023-06-19 05:47:22,0,91.40.210.83,100,43,1,2023-06-19 05:47:22,R_2BA5tpcV6BErf2o,,,,,49.6323,11.0351,anonymous,DE,1,1,17,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 05:39:38,2023-06-19 05:52:37,0,84.44.242.110,100,778,1,2023-06-19 05:52:38,R_egkf4T5G6MTcMdb,,,,,50.9033,6.9647,anonymous,DE,1,1,20,4,3,5,1,2,2,,1,3,1,3,1,7,6,5,8,2,4,zu fuß,3,3,5,5,2,1,6,4,3,4,4,1,4,3,2,2,2,5,4,3,3,3,2,3,3,2,6,2,4,1,6,4,5,4,4,6,4,2,6,5,1,3,"woher der ganze Strom kommen soll - bis 2025 würden wir es sicherlich nicht schaffen so viel Solarstrom o.ä zu produzieren, dass alle EAutos damit angetrieben werden können",,1,,4,2,5,2,1,2,2,2,6,5,3,4,4,4,3,3,5,2,4,4,2,4,2,4,5,3,5,2,7,2,4,2,6,4,5,4,3,6,4,2,6,5,1,3,Ausreichende Stromproduktion für alle E-Autos,,mbz
2023-06-19 05:45:50,2023-06-19 05:58:48,0,91.51.248.175,100,778,1,2023-06-19 05:58:49,R_33dRbxNHbTh2GB4,,,,,49.7173,11.0506,anonymous,DE,1,1,36,2,8,1,1,3,1,2,2,1,3,1,8,3,7,5,2,6,4,,4,5,1,1,5,6,1,1,2,1,2,6,6,5,6,5,6,3,6,6,7,6,6,5,6,6,7,6,6,5,1,1,1,1,1,1,5,4,3,1,2,6,,,,1,1,6,1,6,6,6,3,6,6,4,4,4,3,3,3,3,5,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 05:58:06,2023-06-19 06:02:04,0,46.183.103.252,100,237,1,2023-06-19 06:02:06,R_1oGc7htkrEPaWe5,,,,,50.8178,6.2776,anonymous,DE,1,2,35,5,4,4,1,4,1,2,4,2,2,5,2,7,1,6,3,4,8,,1,4,4,5,2,1,4,5,3,4,3,3,5,2,2,2,5,3,2,3,3,2,4,2,,3,3,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 05:43:40,2023-06-19 06:03:54,0,134.61.184.206,100,1214,1,2023-06-19 06:03:55,R_2fKaAUm6Z1USpjA,,,,,50.7479,6.0485,anonymous,DE,1,2,25,5,3,4,1,3,2,,1,4,2,7,6,3,5,2,8,4,1,"Zu Fuß ",4,6,6,6,4,4,5,5,5,5,5,1,1,1,1,3,4,2,2,2,2,2,2,5,2,2,5,2,2,2,2,2,6,5,5,6,3,2,1,4,5,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 05:53:08,2023-06-19 06:03:56,0,95.223.45.126,100,647,1,2023-06-19 06:03:56,R_2aG1av5WsEMSYg3,,,,,50.7599,6.0953,anonymous,DE,1,1,56,5,4,2,1,4,1,"1,2",1,2,2,4,3,8,2,1,5,6,7,,2,2,4,3,3,1,3,4,3,3,3,3,1,3,3,4,4,5,2,2,3,2,2,5,1,1,2,2,3,2,4,3,4,4,3,4,1,2,3,5,4,6,"Recycling und ÖKobilanz der Herstellung ",,,1,6,3,3,4,1,1,1,1,4,4,3,3,3,3,3,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 05:47:59,2023-06-19 06:04:45,0,46.114.210.81,100,1005,1,2023-06-19 06:04:46,R_2Pe5kA5mEOwNc1G,,,,,49.4516,11.0867,anonymous,DE,1,2,60,2,4,1,1,4,1,2,2,1,1,1,7,2,6,3,4,5,8,,2,4,1,1,6,6,1,1,5,4,1,6,6,6,6,6,6,3,4,4,5,4,4,5,6,6,7,3,4,6,6,6,5,6,6,5,1,2,4,3,5,6,,1,,,5,6,1,6,3,3,3,3,5,5,2,5,5,5,5,5,2,5,2,4,4,4,5,4,4,4,4,4,5,3,4,6,6,6,5,6,6,5,1,4,3,2,5,6,,,mbz
2023-06-19 05:59:26,2023-06-19 06:06:23,0,95.223.44.72,100,417,1,2023-06-19 06:06:24,R_3hfLbRu4Ku1Nnje,,,,,50.7661,6.1395,anonymous,DE,1,4,45,5,5,2,1,2,1,3,2,2,2,7,1,6,2,3,4,8,5,,3,2,2,3,2,2,3,3,2,2,2,5,2,3,4,5,3,3,4,3,2,3,1,1,5,3,3,3,2,2,3,2,1,4,5,3,2,3,1,4,5,6,,,,1,4,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 05:18:41,2023-06-19 06:06:40,0,134.101.12.128,100,2878,1,2023-06-19 06:06:40,R_24wRqXdLqb5UvFt,,,,,49.823,10.0097,anonymous,DE,1,1,23,3,5,4,1,2,1,2,3,1,1,1,5,3,2,8,7,6,4,"Bus, Bahn",4,5,4,4,4,1,5,6,4,4,4,3,4,2,2,5,5,2,2,3,2,4,5,3,4,4,5,5,6,6,3,3,2,3,3,3,4,2,1,5,3,6,,,1,,4,4,3,4,2,3,3,4,4,6,3,2,1,2,2,2,5,2,5,4,4,4,3,4,5,4,4,4,6,5,6,7,3,3,3,3,3,3,4,2,1,5,3,6,,,aw
2023-06-19 06:06:52,2023-06-19 06:10:02,0,95.223.44.72,100,190,1,2023-06-19 06:10:03,R_2YVwSDh6lfPzgh2,,,,,50.7661,6.1395,anonymous,DE,1,2,24,5,3,3,"1,2,3",2,1,3,2,3,1,7,3,1,5,2,6,8,4,,1,2,6,6,1,1,4,4,3,4,6,6,4,4,5,4,4,2,1,3,3,2,4,3,2,3,3,5,4,2,2,2,6,3,1,2,2,1,3,4,5,6,,1,,,3,3,4,3,3,3,3,3,5,4,4,4,3,4,4,3,4,4,4,4,4,5,3,3,4,4,2,2,1,2,3,6,2,3,2,1,2,2,2,3,1,4,5,6,,,mbz
2023-06-19 05:17:12,2023-06-19 06:12:38,0,85.197.46.190,100,3325,1,2023-06-19 06:12:39,R_Rka9a5fnfkzb2k9,,,,,50.9663,6.9564,anonymous,DE,1,2,25,5,4,4,1,3,1,4,3,1,1,3,2,6,4,7,5,1,8,,3,1,5,5,2,2,4,3,2,4,4,1,2,2,2,2,3,2,4,4,3,5,5,3,2,2,5,4,4,6,4,5,6,6,5,6,1,3,2,5,4,6,,,,1,2,5,2,4,1,1,1,4,4,5,1,5,5,3,5,5,3,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,aw
2023-06-19 06:10:33,2023-06-19 06:13:00,0,95.223.44.72,100,147,1,2023-06-19 06:13:01,R_WqBkR5bMfk3LMnT,,,,,50.7661,6.1395,anonymous,DE,1,2,65,2,6,1,"1,3",4,1,2,2,1,1,1,6,3,8,4,2,5,7,,4,4,4,2,4,4,2,4,4,3,2,5,2,4,3,5,4,2,1,3,2,3,4,3,3,3,5,3,4,7,1,1,4,4,2,3,2,3,1,4,5,6,,,1,,2,3,3,4,2,4,3,3,3,4,3,4,3,3,4,4,3,4,2,2,3,3,1,1,1,1,3,4,3,3,3,1,2,2,3,4,4,3,1,3,4,2,5,6,,,mbz
2023-06-19 05:58:01,2023-06-19 06:16:37,0,94.222.217.105,100,1115,1,2023-06-19 06:16:38,R_Rqq8RBicfg3cNln,,,,,51.0595,6.0992,anonymous,DE,1,1,26,5,3,3,1,3,3,,6,1,1,1,3,6,5,7,4,2,8,,3,5,5,5,5,2,5,2,1,4,4,1,1,4,3,2,4,2,4,5,6,4,5,5,4,4,5,4,6,6,6,6,6,4,6,6,1,2,3,5,4,6,,1,,,5,3,4,3,2,1,3,6,2,2,6,2,2,5,3,2,6,2,5,2,4,5,5,4,6,4,4,5,5,4,6,6,4,6,3,4,6,3,1,2,3,5,4,6,,,mbz
2023-06-19 06:11:23,2023-06-19 06:20:55,0,37.4.224.196,100,572,1,2023-06-19 06:20:56,R_2Y3xrO9E8tQ5H0U,,,,,48.9913,12.1106,anonymous,DE,1,1,21,4,3,4,1,2,2,,1,3,2,2,6,4,3,1,7,5,8,,4,5,4,3,2,2,5,4,3,1,3,3,5,4,2,2,5,3,4,5,3,5,5,6,5,4,6,3,6,7,5,6,6,4,6,4,1,2,3,5,4,6,,,,1,6,1,5,1,2,2,2,2,5,3,3,2,3,4,3,3,6,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 06:18:04,2023-06-19 06:25:46,0,80.187.96.165,100,461,1,2023-06-19 06:25:46,R_Tt7Emu7fYlCLSg1,,,,,48.767,9.1827,anonymous,DE,1,2,26,5,4,2,1,3,3,,3,2,1,1,2,4,5,3,7,6,8,,1,5,6,5,3,2,5,5,2,2,4,1,4,4,2,4,4,3,2,4,2,5,4,3,3,4,5,2,4,2,3,5,3,3,5,3,4,1,3,5,2,6,,,,1,4,5,3,3,1,2,2,3,4,5,2,5,5,2,5,5,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 06:09:36,2023-06-19 06:26:34,0,77.111.247.61,100,1018,1,2023-06-19 06:26:35,R_2ayscOd69fiQHOV,,,,,47,8,anonymous,DE,1,1,55,3,8,2,1,4,1,"1,3",2,1,1,3,1,6,4,5,7,2,8,,2,1,4,5,2,2,4,4,4,4,4,1,2,3,3,3,4,3,3,4,3,3,4,3,4,3,5,1,4,2,6,5,5,5,5,5,4,1,3,5,2,6,,1,,,5,2,4,3,1,1,1,3,5,3,3,3,3,4,3,3,5,3,5,3,3,3,3,3,3,3,4,3,5,3,3,6,5,5,4,5,5,4,4,1,3,5,2,6,,,mbz
2023-06-19 06:01:06,2023-06-19 06:31:31,0,80.131.86.186,100,1824,1,2023-06-19 06:31:32,R_232DobEgweumyA7,,,,,49.7173,11.0506,anonymous,DE,1,2,60,2,6,1,"1,2",4,1,1,1,1,1,,,,,,,,,,2,4,2,3,6,2,4,1,4,4,1,6,6,4,4,3,6,3,3,3,3,4,4,5,5,3,7,4,4,6,5,4,3,1,2,2,,,,,,,,,1,,4,6,1,6,1,5,2,3,4,4,1,4,5,3,5,4,3,5,3,5,3,4,3,4,4,4,6,5,7,4,4,7,2,3,6,4,5,6,,,,,,,,,mbz
2023-06-19 06:19:27,2023-06-19 06:39:01,0,153.96.180.12,100,1173,1,2023-06-19 06:39:02,R_1K42mSlJXFxP4cn,,,,,50.7688,6.0758,anonymous,DE,1,2,25,5,3,4,"1,2",3,2,,1,4,1,3,2,5,6,8,7,4,1,125ccm Roller,2,3,5,4,1,1,4,6,1,1,4,1,1,1,1,1,1,3,1,4,1,4,4,3,2,2,6,1,6,1,6,6,4,5,5,4,1,4,3,6,5,2,Netzstabilität,1,,,3,2,1,5,1,1,1,3,1,4,2,5,5,2,5,5,1,6,2,4,1,4,1,3,2,3,2,2,7,1,5,1,5,5,6,4,4,4,1,4,3,6,5,2,Netzstabilität,,mbz
2023-06-19 06:50:55,2023-06-19 06:52:19,0,93.232.72.189,100,83,1,2023-06-19 06:52:20,R_3sbpMG8hYvmYdY5,,,,,49.7173,11.0506,anonymous,DE,1,1,14,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 06:39:06,2023-06-19 06:54:30,0,159.242.234.171,100,923,1,2023-06-19 06:54:31,R_25GwGeWMvnfMUjU,,,,,50.1188,8.6843,anonymous,DE,1,2,59,5,10,3,"1,2,3",4,1,"1,2",4,2,2,2,1,7,4,8,5,3,6,,2,2,5,3,3,1,6,3,4,4,3,3,4,4,3,4,4,3,2,3,3,4,3,5,4,3,5,1,2,7,4,3,6,4,3,4,2,1,3,5,4,6,,,1,,5,4,4,1,1,1,1,3,4,4,3,4,5,3,5,5,3,5,5,4,4,3,5,4,3,4,4,3,5,3,2,2,4,3,4,4,3,4,,,,,,,,,mbz
2023-06-19 06:38:35,2023-06-19 06:55:14,0,78.22.226.88,100,998,1,2023-06-19 06:55:15,R_3iCqdXSbrYqCsiL,,,,,51.047,3.7206,anonymous,DE,1,1,33,5,4,4,1,4,2,,1,4,1,6,4,1,7,2,3,5,8,,3,5,4,4,2,2,4,3,2,2,4,2,2,4,2,4,2,1,2,2,2,3,4,3,3,2,5,3,6,2,3,1,6,4,1,6,1,2,3,5,4,6,,1,,,6,1,5,1,2,2,4,5,6,3,4,4,3,4,3,3,3,4,3,4,2,2,3,3,3,2,3,2,5,3,6,2,3,1,2,3,1,4,4,3,1,5,2,6,,,mbz
2023-06-19 06:43:50,2023-06-19 06:58:34,0,89.247.145.135,100,884,1,2023-06-19 06:58:35,R_Ry2kARLvyxR6Ek9,,,,,51.2459,6.7989,anonymous,DE,1,2,56,5,4,3,"1,2,3",4,1,3,3,2,2,5,2,3,4,6,7,8,1,zu Fuß gehen,1,1,6,6,1,1,5,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,5,3,6,4,1,Das weiter so viele Lügen über Elektroautos verbreitet werden,,,1,4,5,3,4,1,1,3,2,4,3,4,6,6,1,5,5,1,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 06:52:35,2023-06-19 07:06:44,0,94.134.196.49,100,848,1,2023-06-19 07:06:44,R_1IbhpWlIrRwUYWW,,,,,50.99,6.964,anonymous,DE,1,1,25,5,3,5,1,3,3,,1,4,2,7,4,2,1,3,6,5,8,,4,4,5,5,1,1,5,5,5,5,6,1,1,3,1,1,4,1,1,5,2,2,5,2,3,3,7,1,6,2,3,2,2,4,2,6,1,2,4,5,3,6,,,1,,6,1,5,2,1,1,2,4,6,5,4,3,6,2,5,5,5,2,2,6,3,5,3,3,5,3,4,3,7,2,5,2,3,2,3,4,2,2,1,3,2,5,4,6,,,mbz
2023-06-19 07:01:11,2023-06-19 07:12:34,0,95.223.44.15,100,682,1,2023-06-19 07:12:35,R_1l61OyFyjq4xVTs,,,,,50.7661,6.1395,anonymous,DE,1,2,28,4,3,4,1,4,2,,1,4,1,2,7,3,6,5,1,4,8,,2,5,3,3,4,2,3,4,2,2,1,3,4,4,2,3,2,4,2,3,2,4,3,5,4,3,5,4,4,6,4,4,6,3,3,6,4,2,3,1,5,6,,,1,,5,4,3,4,2,3,2,5,2,3,4,4,4,5,4,4,3,5,3,4,2,3,3,4,3,4,4,2,5,4,5,4,4,4,6,4,4,6,1,2,3,4,5,6,,,mbz
2023-06-19 06:51:37,2023-06-19 07:12:56,0,46.183.103.254,100,1279,1,2023-06-19 07:12:57,R_3G9XV9HcAFGIkuJ,,,,,50.8178,6.2776,anonymous,DE,1,2,29,5,4,4,1,4,3,,6,3,2,5,2,6,7,4,1,3,8,,3,6,5,5,2,1,5,4,3,4,4,1,2,4,1,3,4,2,3,5,2,4,5,2,2,2,5,1,4,2,3,4,3,3,3,6,3,1,2,5,4,6,,,,1,6,2,4,4,1,1,3,3,4,6,2,6,5,3,5,4,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 07:10:32,2023-06-19 07:24:17,0,178.6.81.137,100,825,1,2023-06-19 07:24:18,R_3j3dgVM7LlhU4op,,,,,50.7932,6.095,anonymous,DE,1,1,28,4,5,4,1,3,3,,1,3,1,6,3,7,2,5,8,1,4,E-Scooter,3,3,6,4,2,1,5,5,2,3,5,1,4,2,1,2,4,2,3,4,2,3,4,3,4,3,5,1,4,2,6,3,5,5,3,4,3,1,2,5,4,6,,1,,,6,2,5,1,1,2,2,3,5,4,4,5,4,2,4,4,3,3,3,4,2,3,2,3,3,3,3,3,3,1,4,6,5,3,4,3,3,6,3,1,2,5,4,6,,,mbz
2023-06-19 07:10:21,2023-06-19 07:24:20,0,91.57.252.51,100,838,1,2023-06-19 07:24:21,R_C1ZFKVDIYptMSqJ,,,,,50.7479,6.0485,anonymous,DE,1,1,21,5,3,3,1,2,2,,6,4,2,4,1,7,5,6,2,3,8,,4,5,6,5,2,1,5,5,5,3,4,1,1,2,1,2,5,2,2,3,3,2,4,1,3,2,3,1,5,7,4,2,6,3,4,6,1,2,5,3,4,6,,,1,,6,2,6,2,1,1,3,4,2,1,5,3,4,4,3,3,4,3,4,3,4,3,3,3,3,2,4,2,5,3,6,6,3,2,6,4,2,3,2,1,5,3,4,6,,,mbz
2023-06-19 07:13:35,2023-06-19 07:32:10,0,89.247.145.135,100,1114,1,2023-06-19 07:32:11,R_22JJ6VeDGQ3ZIp0,,,,,51.2459,6.7989,anonymous,DE,1,1,52,5,5,3,1,4,1,3,2,2,1,6,1,3,4,2,7,5,8,,2,1,5,6,1,1,5,5,5,4,5,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,6,1,1,1,1,1,1,3,1,1,4,3,2,5,1,6,,1,,,5,1,5,1,1,1,1,4,1,2,4,2,2,5,2,2,5,3,5,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,4,3,2,5,1,6,,,mbz
2023-06-19 07:27:10,2023-06-19 07:43:03,0,80.136.215.7,100,952,1,2023-06-19 07:43:04,R_8jrE8QHSLuJ5q1P,,,,,49.7173,11.0506,anonymous,DE,1,2,75,5,6,1,1,4,1,1,2,3,2,3,1,5,4,7,8,2,6,,2,5,5,5,3,1,4,4,4,5,4,1,1,2,2,2,4,3,2,5,5,5,5,6,5,4,5,3,4,6,5,4,4,5,1,4,1,2,4,5,3,6,,,,1,5,3,4,3,2,2,2,4,3,2,2,5,5,3,5,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 07:36:40,2023-06-19 07:51:13,0,46.183.103.254,100,873,1,2023-06-19 07:51:14,R_0D3sVtcGDazJIat,,,,,50.8178,6.2776,anonymous,DE,1,2,51,5,4,1,1,4,1,2,2,2,1,6,4,1,2,7,3,5,8,,1,5,4,3,2,1,2,4,5,3,4,1,5,3,1,2,5,3,3,5,3,4,1,3,2,3,5,2,5,1,4,4,2,4,4,2,3,1,4,5,2,6,,,1,,5,4,5,1,1,2,2,4,4,4,2,5,6,1,5,4,3,6,3,5,2,4,2,2,2,3,2,3,2,2,5,1,3,4,2,4,4,2,4,1,2,5,3,6,,,mbz
2023-06-19 06:20:36,2023-06-19 08:17:38,0,80.136.215.7,100,7021,1,2023-06-19 08:17:38,R_SVvzWnKMqRp1ovT,,,,,49.7173,11.0506,anonymous,DE,1,2,40,3,4,2,"1,3",4,1,"1,2",3,2,3,1,5,6,2,7,4,3,8,,2,5,3,3,4,3,2,2,4,3,3,5,5,5,4,4,5,3,2,4,3,3,2,3,4,4,6,4,5,7,6,5,6,5,5,4,1,2,5,4,3,6,,,,1,2,5,3,5,2,4,2,5,5,5,2,5,5,2,5,5,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 08:09:09,2023-06-19 08:28:22,0,83.135.243.214,100,1152,1,2023-06-19 08:28:23,R_1jD1CM9QMQxdsda,,,,,50.7793,6.2154,anonymous,DE,1,1,46,5,5,3,1,4,1,2,2,1,2,2,5,7,6,3,1,4,8,,2,5,4,3,3,3,4,3,4,3,3,4,3,3,3,4,3,5,2,4,1,1,3,,2,2,5,3,3,2,3,3,2,2,1,2,3,4,2,6,5,1,"Entsorgung ",1,,,5,4,3,3,3,4,2,4,4,4,3,2,2,5,2,2,4,4,4,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,2,2,1,2,3,4,2,6,5,1,Entsorgunf,,aw
2023-06-19 08:18:40,2023-06-19 08:31:29,0,137.226.215.222,100,769,1,2023-06-19 08:31:30,R_323AG4nyGacETVI,,,,,50.8063,6.0584,anonymous,DE,1,1,23,5,3,4,1,3,3,,2,3,2,2,3,6,5,4,7,1,8,,3,4,5,4,3,3,5,4,2,3,4,1,3,1,2,2,3,3,2,3,2,2,3,2,3,3,3,3,4,2,3,2,6,4,2,6,,,,,,,,,,1,4,2,3,3,1,2,2,5,4,4,4,5,6,2,5,5,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,mbz
2023-06-19 08:19:36,2023-06-19 08:42:07,0,147.161.170.122,100,1351,1,2023-06-19 08:42:07,R_22nngjCO76CbWaG,,,,,48.1084,11.6102,anonymous,DE,1,2,57,5,4,2,3,4,1,2,2,2,1,1,5,7,4,6,2,3,8,,2,3,2,2,2,3,2,2,4,2,1,5,4,6,2,3,4,3,4,5,5,5,5,5,5,3,6,4,6,7,5,5,4,5,5,4,3,2,4,6,5,1,Es ist völlig unsinnig zwischen 250 und 800 Kg Batterien im E-Auto mit herumzufahren.,1,,,6,2,6,2,4,6,1,5,5,4,4,6,6,1,6,6,1,6,1,4,5,5,3,4,5,3,4,3,6,3,5,6,5,5,4,5,5,6,3,2,4,5,6,1,,,mbz
