"","ResponseId","Progress","Duration (in seconds)","participation","gender","age","education","occupation","city_size","license","duration_license","car_ownership","car_type","km_per year","frequency","companionship","preferences_mobility_3","preferences_mobility_1","preferences_mobility_5","preferences_mobility_6","preferences_mobility_7","preferences_mobility_4","preferences_mobility_2","preferences_mobility_8","preferences_mobility_8_TEXT","prior_knowledge","experience","evaluation_1","evaluation_2","evaluation_3","evaluation_4","evaluation_why_1","evaluation_why_2","evaluation_why_3","evaluation_why_4","evaluation_why_5","evaluation_why_6_n","evaluation_why_n_1","evaluation_why_n_2","evaluation_why_n_3","evaluation_why_n_4","evaluation_why_n_5","car_choice","concern_dest","impact_dest","prob_dest","concern_charging","impact_charging","prob_charging_n","concern_time","impact_time","prob_time","concern_accident","impact_accident","prob_accident","concern_price","impact_price","prob_price","concern_support","impact_support","prob_support","worry_ev_1","worry_ev_2","worry_ev_3","worry_ev_4","worry_ev_5","worry_ev_6","worry_ev_6_TEXT","control_question","n_control_reading","control_neutral","driving_climate_1","driving_climate_2_n","driving_climate_3","driving_climate_4_n","ev_attitude_1","ev_attitude_2","ev_attitude_3","personality_1_n","personality_2","personality_3_n","personality_4","tech_interaction_1","tech_interaction_2","tech_interaction_3_n","tech_interaction_4","tech_interaction_5","tech_interaction_6_n","tech_interaction_7","tech_interaction_8_n","tech_interaction_9","2concern_dest","2impact_dest","2prob_dest","2concern_charging","2impact_charging","2prob_charging","2concern_time","2impact_time","2prob_time","2concern_accident","2impact_accident","2prob_accident","2concern_price","2impact_price","2prob_price","2concern_support","2impact_support","2prob_support","2worry_ev_1","2worry_ev_2","2worry_ev_3","2worry_ev_4","2worry_ev_5","2worry_ev_6","2worry_ev_6_TEXT","careless_speed","speeder_flag","careless_longstr","careless_avgstr","careless_irv","careless_psychsyn_pairs","careless_psychsyn","careless_psychant_pairs","careless_psychant","careless_mahadD","careless_mahadflag","Evaluation","Evaluation_Why","Evaluation_Why_n","Dest","Charging","Time","Accident","Price","Support","Driving_Climate","EV_Attitude","Personality_neuro","Tech_Interaction","Dest_2","Charging_2","Time_2","Accident_2","Price_2","Support_2","framing"
"225","R_xuBJMnuUVrJdJ29",100,1462,1,"weiblich",24,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"5.001 km bis 10.000 km","Täglich",2,5,7,3,1,2,4,6,8,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","Ich habe keine Erfahrung mit E-Autos.",4,4,5,4,4,4,4,1,1,5,1,2,1,1,1,3,1,1,1,2,3,2,3,2,5,1,1,1,2,2,2,3,2,3,5,3,2,6,4,1,"Wie wird der Strom der die Autos antreibt produziert, wo werden die Lithium Batterien produziert und aus welchen Mienen kommen die Rohstoffe",1,NA,NA,6,3,2,4,1,1,1,4,3,4,4,5,6,3,4,5,3,4,5,4,1,3,1,2,2,2,2,2,6,1,6,1,2,3,2,3,3,3,3,4,2,6,5,1,"Herkunft und Abbau der Rohstoffe wie Lithium, wird der Strom für die Ladestationen grün produziert? Und wie lange halten die Batterien?",1462,FALSE,5,1.3921568627451,1.53502921789553,81,0.554239473361191,13,-0.225282890944654,0,FALSE,3.25,2.66666666666667,1.2,1,2.33333333333333,3.33333333333333,1,2,2.66666666666667,3.75,1,3.5,4.22222222222222,1.66666666666667,2,3.33333333333333,2.66666666666667,2.33333333333333,3,"positiv"
"232","R_ZxIJdFERP0OqoLL",99,211951,1,"weiblich",57,"Hauptschulabschluss / Volksschulabschluss","Voll berufstätig","< 5.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,3,"10.001 km bis 15.000 km","Mehrmals in der Woche",2,7,1,5,8,2,4,3,6,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich nutze aktuell ein E-Auto.",6,6,1,1,6,6,6,6,6,1,1,1,1,1,5,1,1,4,6,1,2,5,1,4,5,3,6,3,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,3,3,3,1,1,1,2,5,4,5,6,6,3,3,3,3,6,4,6,1,6,1,4,3,5,3,4,3,3,6,6,5,6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,211951,FALSE,7,1.54347826086957,1.91214923575357,81,0.42378508291078,13,-0.808290376865476,0,FALSE,6,6,1.8,3.66666666666667,2.66666666666667,3.33333333333333,4,4.33333333333333,5,4.25,1,4,4.55555555555556,2.66666666666667,4,3.33333333333333,5,5.33333333333333,5,"positiv"
"1","R_0D3sVtcGDazJIat",100,873,1,"weiblich",51,"(Fach-)Hochschulabschluss","Voll berufstätig","< 5.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"5.001 km bis 10.000 km","Mehrmals in der Woche",1,6,4,1,2,7,3,5,8,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","Ich habe keine Erfahrung mit E-Autos.",4,3,2,1,2,4,5,3,4,1,5,3,1,2,5,3,3,5,3,4,1,3,2,3,4,2,5,1,4,4,2,4,4,2,3,1,4,5,2,6,NA,NA,1,NA,5,4,5,1,1,2,2,4,4,4,2,5,6,1,5,4,3,6,3,5,2,4,2,2,2,3,2,3,2,2,5,1,3,4,2,4,4,2,4,1,2,5,3,6,NA,873,FALSE,3,1.18333333333333,1.3793057935243,81,0.656079229860971,13,-0.139104141588614,0,FALSE,4.5,4,3.2,3.66666666666667,2.66666666666667,3,2.66666666666667,3.33333333333333,3.33333333333333,4.75,1.66666666666667,2.5,5,2.66666666666667,2.33333333333333,2.33333333333333,2.66666666666667,3,3.33333333333333,"negativ"
"2","R_0qbB9B9B2kxa2Ot",100,1200,1,"männlich",27,"(Fach-)Abitur","Student:in","5.000 - 20.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Zwischen 5-10 Jahren",1,2,"bis 5.000 km","Mehrmals in der Woche",1,3,1,5,6,7,4,2,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",5,6,3,1,5,5,6,5,4,1,3,2,2,4,4,2,1,2,2,1,6,2,3,2,4,1,5,2,4,4,4,3,4,5,2,3,4,5,6,1,"Herkunft Strom",NA,1,NA,5,4,4,2,1,1,1,4,5,3,5,4,4,2,4,4,2,4,3,5,1,6,2,2,5,2,1,2,6,2,5,2,3,4,4,4,5,4,2,3,4,5,6,1,"Herkunft Strom",1200,FALSE,3,1.22413793103448,1.53361236096544,81,0.61553263090012,13,-0.321035396008285,0,FALSE,5.25,5.16666666666667,3,1.66666666666667,3,3,2.66666666666667,4,4,4.25,1,4.5,4.33333333333333,3,3,3,3,3.66666666666667,4.33333333333333,"negativ"
"10","R_1dc5bdHyAkfgzME",100,1838,1,"weiblich",22,"(Fach-)Abitur","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"5.001 km bis 10.000 km","Täglich",1,1,4,8,7,5,2,3,6,"Scooter","Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin einmal mit einem E-Auto gefahren.",4,4,1,1,3,4,1,4,3,1,4,3,1,5,3,3,1,3,1,4,2,3,4,2,5,1,5,3,5,4,2,5,4,2,2,5,4,6,3,1,"Batterieentsorgung",NA,1,NA,2,5,2,4,1,1,1,3,4,5,1,5,5,2,4,5,3,4,3,5,1,3,2,4,2,3,3,4,6,2,2,2,3,4,2,4,4,2,3,4,5,6,2,1,"Batterieentsorgung",1838,FALSE,3,1.16393442622951,1.40127123591564,81,0.588568231001205,13,-0.424476359978009,0,FALSE,5,3.5,3.2,1.66666666666667,3,3.66666666666667,3,3.66666666666667,3.66666666666667,2.25,1,1.5,4.55555555555556,2,3,4.33333333333333,2,3,3.33333333333333,"negativ"
"12","R_1DuPcg8RbUjBl96",100,669,1,"weiblich",26,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"10.001 km bis 15.000 km","Mehrmals in der Woche",2,5,3,4,6,1,2,7,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",5,4,2,1,4,5,5,4,4,1,3,3,1,5,5,3,4,3,3,4,4,3,3,2,4,2,4,2,3,4,4,4,5,4,1,3,2,5,4,6,NA,NA,1,NA,6,3,5,1,1,1,1,4,4,5,3,4,4,2,3,3,4,3,5,4,3,2,3,3,4,3,3,4,3,3,4,2,3,4,4,4,4,4,1,2,3,4,5,6,NA,669,FALSE,4,1.3921568627451,1.16372002922448,81,0.516173916512826,13,-0.366773761943572,0,FALSE,5,4.66666666666667,3.4,3.33333333333333,3.66666666666667,3,2.66666666666667,3.66666666666667,4.33333333333333,5.25,1,2.5,3.44444444444444,2.66666666666667,3.33333333333333,3.33333333333333,3,3.66666666666667,4,"negativ"
"17","R_1FrmNLBXaAmzBmw",100,860,1,"männlich",21,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"bis 5.000 km","Mehrmals im Monat",1,5,3,8,4,7,6,2,1,"E-Vespa in Orange","Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",5,4,3,2,4,5,6,4,6,1,1,1,1,1,1,2,1,6,1,3,4,2,5,4,4,1,4,1,5,2,3,6,5,2,4,1,3,5,2,6,NA,NA,1,NA,6,2,6,1,3,1,3,3,3,2,4,4,5,3,4,4,1,4,3,4,4,4,3,2,4,2,4,4,3,1,5,1,2,3,2,5,3,2,4,1,3,5,2,6,NA,860,FALSE,5,1.22413793103448,1.57122151845035,81,0.546769168660689,13,-0.753339502011744,0,FALSE,4.5,5.16666666666667,1,2.66666666666667,3,4.33333333333333,2,3.33333333333333,4.33333333333333,5.75,2.33333333333333,4.5,4.33333333333333,3.66666666666667,2.66666666666667,3.66666666666667,2.33333333333333,2.33333333333333,3.33333333333333,"negativ"
"18","R_1FwRQcdFb5Dzsbh",100,1082,1,"weiblich",58,"(Fach-)Hochschulabschluss","Voll berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,12,"10.001 km bis 15.000 km","Täglich",2,2,7,1,4,5,6,3,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin einmal mit einem E-Auto gefahren.",2,2,5,3,1,2,5,1,2,5,3,6,5,6,4,3,1,4,1,5,4,3,5,4,5,4,6,3,3,4,6,3,1,2,3,4,6,2,5,1,"Rein politische Entscheidung",NA,1,NA,5,4,5,2,2,6,1,4,5,6,1,2,2,6,2,1,4,4,5,5,3,4,3,4,4,3,3,4,5,4,6,6,5,2,2,2,2,2,3,4,6,2,5,1,"s.o.",1082,FALSE,4,1.20338983050847,1.58336329926967,81,0.385850900636305,13,-0.611450546594403,0,FALSE,2.5,2.16666666666667,4.8,2,4,4.66666666666667,4.33333333333333,4.33333333333333,2,4.5,3,1,2.44444444444444,3.33333333333333,3.66666666666667,4,5.33333333333333,3,2,"negativ"
"19","R_1gdna3dBJsp2owy",100,972,1,"männlich",25,"(Fach-)Abitur","Voll berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"5.001 km bis 10.000 km","Täglich",1,6,1,4,3,5,7,2,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin einmal mit einem E-Auto gefahren.",5,3,4,1,5,4,2,2,5,1,5,2,1,4,5,2,2,3,3,4,5,4,3,1,5,2,4,2,1,4,1,2,4,1,4,1,3,5,2,6,NA,NA,1,NA,5,4,4,1,1,1,1,2,4,5,2,3,4,4,4,5,4,4,5,4,3,4,3,4,4,5,2,2,5,2,4,2,1,5,1,2,5,1,4,1,3,5,2,6,NA,972,FALSE,4,1.20338983050847,1.42071337750976,81,0.5893670745704,13,-0.493852294838175,0,FALSE,4.25,4,3.4,2.66666666666667,4.33333333333333,3,2.66666666666667,2,2.33333333333333,4.5,1,2,3.55555555555556,3.33333333333333,4.33333333333333,3,2.66666666666667,2.33333333333333,2.66666666666667,"negativ"
"23","R_1IbhpWlIrRwUYWW",100,848,1,"männlich",25,"(Fach-)Hochschulabschluss","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",3,NA,"bis 5.000 km","Mehrmals im Jahr",2,7,4,2,1,3,6,5,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich bin einmal mit einem E-Auto gefahren.",5,5,1,1,5,5,5,5,6,1,1,3,1,1,4,1,1,5,2,2,5,2,3,3,6,1,6,2,3,2,2,4,2,4,1,2,4,5,3,6,NA,NA,1,NA,6,1,5,2,1,1,2,4,6,5,4,3,6,2,5,5,5,2,2,6,3,5,3,3,5,3,4,3,7,2,5,2,3,2,3,4,2,2,1,3,2,5,4,6,NA,848,FALSE,4,1.31481481481481,1.72552389499981,81,0.709526778049894,13,-0.682926829268293,0,FALSE,5.5,5.33333333333333,2,2.66666666666667,3,4,3,2.33333333333333,3.33333333333333,5.5,1.33333333333333,3,4.33333333333333,3.66666666666667,3.66666666666667,4.66666666666667,3,2.66666666666667,2.66666666666667,"negativ"
"26","R_1jdJsYWom0RvqGh",100,1023,1,"männlich",36,"(Fach-)Hochschulabschluss","Voll berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"15.001 km bis 20.000 km","Täglich",1,1,4,6,7,8,3,2,5,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.",NA,4,4,3,2,4,3,1,2,3,4,5,5,2,4,5,3,4,4,4,5,5,6,5,4,6,3,4,3,4,5,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,2,4,3,3,3,4,4,3,3,2,4,4,2,3,4,2,4,4,5,4,5,5,5,5,5,4,6,3,4,6,3,5,3,3,5,3,NA,NA,NA,NA,NA,NA,NA,1023,FALSE,5,1.33962264150943,1.1018081705414,81,0.423255780173089,13,-0.257263625494851,0,FALSE,4.25,2.66666666666667,4.2,4,5.33333333333333,5,3.33333333333333,4.33333333333333,3.33333333333333,3,3,3.5,2.88888888888889,4.66666666666667,5,5,4.33333333333333,3.66666666666667,3.66666666666667,"negativ"
"30","R_1KjYbRFGK0FT5qN",100,754,1,"männlich",22,"(Fach-)Abitur","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"bis 5.000 km","Mehrmals im Monat",2,7,5,2,3,1,8,6,4,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin einmal mit einem E-Auto gefahren.",4,4,3,2,4,3,4,4,4,1,2,3,3,3,4,5,3,3,3,4,3,3,3,2,3,2,4,2,4,4,4,4,3,4,1,2,4,5,3,6,NA,NA,1,NA,5,2,5,2,3,2,2,4,1,3,4,3,3,4,3,3,4,3,4,4,3,3,3,4,4,4,3,2,5,3,5,6,4,3,4,4,3,4,1,4,3,5,2,6,NA,754,FALSE,4,1.44897959183673,0.961365488502927,81,0.37548616814947,13,-0.636744314548618,0,FALSE,4.25,4.16666666666667,3,3,3.33333333333333,2.66666666666667,2.66666666666667,4,3.66666666666667,5,2.33333333333333,4,3.11111111111111,3,4,3.33333333333333,4.66666666666667,3.66666666666667,3.66666666666667,"negativ"
"31","R_1l61OyFyjq4xVTs",100,682,1,"weiblich",28,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",2,NA,"bis 5.000 km","Mehrmals im Jahr",1,2,7,3,6,5,1,4,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich habe keine Erfahrung mit E-Autos.",3,3,4,2,3,4,2,2,1,3,4,4,2,3,2,4,2,3,2,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,2,3,1,5,6,NA,NA,1,NA,5,4,3,4,2,3,2,5,2,3,4,4,4,5,4,4,3,5,3,4,2,3,3,4,3,4,4,2,5,4,5,4,4,4,4,4,4,4,1,2,3,4,5,6,NA,682,FALSE,7,1.42,0.928499758342584,81,0.417859009162043,13,0.100464758506968,0,FALSE,3.5,2.66666666666667,3,2.33333333333333,3.66666666666667,3.66666666666667,4,4,3.33333333333333,3.5,2.33333333333333,4,3.88888888888889,2.66666666666667,3.66666666666667,3.66666666666667,4.33333333333333,4,4,"negativ"
"33","R_1Lb1Q0orgnWlAaj",100,967,1,"männlich",26,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"5.001 km bis 10.000 km","Mehrmals im Jahr",2,1,3,2,4,5,7,6,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich bin einmal mit einem E-Auto gefahren.",5,4,1,2,5,3,3,4,4,2,5,2,2,2,4,3,4,4,4,4,3,3,4,3,4,4,4,2,4,2,4,4,3,3,4,1,3,5,2,6,NA,NA,1,NA,4,3,2,5,2,2,3,2,2,4,4,5,5,2,4,5,3,4,4,4,4,3,4,4,4,5,4,4,5,3,4,6,4,4,4,4,4,4,4,1,5,2,3,6,NA,967,FALSE,5,1.54347826086957,1.02958312334046,81,0.262606716807259,13,-0.539947066842298,0,FALSE,5,4,3,4,3.33333333333333,3.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3,2.33333333333333,3.5,4.33333333333333,3.66666666666667,4.33333333333333,4.33333333333333,4.33333333333333,4,4,"negativ"
"34","R_1Lch6MVRymq7Nls",100,846,1,"männlich",51,"(Fach-)Abitur","Voll berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,2,"bis 5.000 km","Mehrmals in der Woche",1,3,5,7,2,1,4,6,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich nutze aktuell ein E-Auto.",4,3,2,1,4,3,5,1,2,5,5,6,4,4,4,3,4,5,5,5,5,5,5,5,5,1,2,2,4,4,4,4,3,4,4,1,3,5,2,6,NA,NA,1,NA,3,3,3,3,4,2,3,2,4,4,3,2,1,5,2,2,5,1,5,1,5,5,4,4,5,4,3,3,3,3,4,7,2,4,3,3,3,4,5,1,2,4,3,6,NA,846,FALSE,8,1.54347826086957,1.38043111458406,81,0.513692824824277,13,-0.427607961561051,0,FALSE,4.5,2.83333333333333,4.6,4.66666666666667,5,5,1.66666666666667,4,3.66666666666667,3.5,3,3,1.66666666666667,4.66666666666667,4.33333333333333,3,4.66666666666667,3,3.33333333333333,"negativ"
"44","R_1o27Q950EYkKWiz",100,1485,1,"weiblich",63,"(Fach-)Hochschulabschluss",NA,"< 5.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein & Kraftfahrzeug-Führerschein","Seit mehr als 10 Jahren",1,1,"10.001 km bis 15.000 km","Mehrmals in der Woche",2,6,3,5,1,4,2,8,7,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",5,5,2,1,5,3,4,4,4,2,3,2,2,4,4,1,3,3,3,4,3,4,4,3,4,4,4,3,2,3,3,2,3,3,1,2,4,5,3,6,NA,NA,1,NA,5,3,4,4,2,1,2,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,4,3,5,4,3,6,3,3,3,3,3,3,1,2,4,5,3,6,NA,1485,FALSE,5,1.54347826086957,0.999896474972547,81,0.555413365273833,13,-0.383906154093769,0,FALSE,5.25,4.16666666666667,3,3,3.66666666666667,3.66666666666667,3.66666666666667,2.66666666666667,2.66666666666667,4,1.66666666666667,4,3.66666666666667,3.66666666666667,3.66666666666667,4,4.33333333333333,3,3,"negativ"
"45","R_1o6eYm3VXJTWPYI",100,1152,1,"weiblich",25,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"bis 5.000 km","Mehrmals im Monat",2,5,4,1,7,6,3,2,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",4,4,2,1,4,3,3,2,1,3,5,4,3,2,2,2,3,3,3,4,3,3,4,3,5,1,5,2,1,2,1,1,2,1,4,1,3,5,2,6,NA,NA,1,NA,5,2,4,2,1,2,2,4,5,4,3,4,4,3,4,4,3,5,3,3,3,2,2,4,3,4,4,2,5,1,5,2,1,2,1,1,2,1,4,1,3,5,2,6,NA,1152,FALSE,3,1.26785714285714,1.252822899452,81,0.702514638118737,13,-0.286103004634995,0,FALSE,4.75,2.83333333333333,3.2,3,3.33333333333333,4,2.66666666666667,1.33333333333333,1.33333333333333,4.75,1.66666666666667,3,4,2.33333333333333,3.66666666666667,3.66666666666667,2.66666666666667,1.33333333333333,1.33333333333333,"negativ"
"48","R_1OJeUOjrCbZHCTF",100,1338,1,"weiblich",24,"(Fach-)Hochschulabschluss","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"5.001 km bis 10.000 km","Mehrmals im Jahr",2,6,2,3,1,5,7,4,8,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",6,6,1,1,6,6,6,4,6,1,2,1,1,1,3,1,1,1,1,1,1,3,3,2,2,1,4,1,1,1,1,3,1,1,2,4,6,5,3,1,"Exemplarische, stark subjektive Mediendarstellung von Elektromobilität",NA,1,NA,5,3,5,1,1,1,3,1,6,5,1,6,6,4,4,5,1,6,1,6,1,1,1,3,2,3,3,2,5,1,4,1,1,1,1,1,1,1,2,5,6,4,3,1,"Das selbe wie vorher",1338,FALSE,9,1.69047619047619,1.93587681623058,81,0.869105438232818,13,-0.946801918471492,0,FALSE,6,5.66666666666667,1.6,1,1.66666666666667,2.33333333333333,2,1,1.66666666666667,5,1.66666666666667,1.5,5.33333333333333,1,2.66666666666667,3.33333333333333,2,1,1,"negativ"
"51","R_1Os2uzME3hFAfPq",100,1052,1,"männlich",23,"(Fach-)Abitur","Voll berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"5.001 km bis 10.000 km","Täglich",1,7,3,6,4,5,1,2,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",5,5,2,2,5,5,2,5,5,2,4,4,2,2,5,4,4,4,3,5,4,3,4,3,4,2,5,2,5,4,4,4,4,4,1,3,4,5,2,6,NA,NA,1,NA,5,2,4,2,2,2,2,4,4,2,5,4,4,3,4,4,3,3,4,2,5,4,5,5,4,5,5,4,6,4,5,7,5,5,5,5,5,5,1,3,5,2,4,6,NA,1052,FALSE,5,1.54347826086957,1.21037612004157,81,0.359367775175285,13,-0.172279903926151,0,FALSE,5,4.5,3.4,3.66666666666667,4,3.66666666666667,3,4.33333333333333,4,4.75,2,5,3.55555555555556,4.66666666666667,4.66666666666667,5,5.33333333333333,5,5,"negativ"
"52","R_1OuXIRkZdxrDA8v",100,1430,1,"männlich",54,"(Fach-)Hochschulabschluss","Voll berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,1,"bis 5.000 km","Mehrmals in der Woche",2,2,8,4,3,5,7,6,1,"Per pedes","Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin einmal mit einem E-Auto gefahren.",3,3,4,2,2,4,5,3,3,4,5,5,4,2,5,3,2,4,3,5,3,4,5,5,6,3,4,3,5,5,5,5,5,4,2,1,3,5,4,6,NA,NA,1,NA,4,3,4,4,3,3,3,3,4,3,3,3,4,4,4,3,4,3,4,3,3,4,3,4,4,4,5,5,6,3,4,6,5,5,4,4,5,5,2,1,3,5,4,6,NA,1430,FALSE,5,1.47916666666667,0.976854291293343,81,0.609585757521862,13,-0.324654734855525,0,FALSE,3.5,3.33333333333333,4.2,3,4,5.33333333333333,3.33333333333333,5,4.66666666666667,3.75,3,3.5,3.22222222222222,3.33333333333333,4,5.33333333333333,4.33333333333333,4.66666666666667,4.66666666666667,"negativ"
"53","R_1Pd6D2OeNOpC5ww",100,87764,1,"weiblich",50,"Realschulabschluss (Mittlere Reife)","Voll berufstätig","< 5.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"bis 5.000 km","Mehrmals im Monat",2,2,8,6,1,5,4,3,7,"Bahn","Ich könnte ihre Funktionsweise im Detail erklären.","Ich nutze aktuell ein E-Auto.",3,2,4,3,3,1,4,4,1,4,6,4,4,5,6,3,1,5,2,2,2,5,2,3,6,3,5,3,6,5,6,4,4,5,4,2,1,5,3,6,NA,NA,1,NA,4,5,4,3,1,1,4,4,4,5,2,5,5,5,6,5,3,5,2,5,3,5,2,3,2,4,3,5,6,3,4,6,6,6,4,4,6,4,2,1,3,5,4,6,NA,87764,FALSE,3,1.24561403508772,1.49975843465501,81,0.551491177558418,13,-0.0989751563139612,0,FALSE,3,2.66666666666667,5,2.66666666666667,3,3.66666666666667,3.66666666666667,5.66666666666667,4.33333333333333,3.5,2,2,4.66666666666667,3.33333333333333,3,4.66666666666667,4.33333333333333,5.33333333333333,4.66666666666667,"negativ"
"56","R_1QN2v8WEQonptem",100,1019,1,"männlich",40,"(Fach-)Hochschulabschluss","Teilweise berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"5.001 km bis 10.000 km","Täglich",3,4,2,6,5,7,3,1,8,NA,"Ich habe keine Kenntnisse über Elektrofahrzeuge.","Ich habe keine Erfahrung mit E-Autos.",4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,3,4,5,4,4,1,4,4,4,3,4,4,4,4,5,4,4,4,4,3,4,5,2,1,6,NA,NA,1,NA,5,3,4,4,4,1,1,1,4,1,2,3,3,4,5,1,6,2,4,4,3,4,4,5,5,5,2,4,5,4,6,7,4,5,4,4,5,5,1,2,3,4,5,6,NA,1019,FALSE,5,1.61363636363636,1.22972164367021,81,0.0999113092964028,13,-0.461761776486467,0,FALSE,4,4.16666666666667,4,4.33333333333333,3,3.66666666666667,4,4.33333333333333,4,4,2,4,2.77777777777778,3.66666666666667,5,3.66666666666667,5.66666666666667,4.33333333333333,4.66666666666667,"negativ"
"59","R_21ErwZ6xA3N51mS",100,1297,1,"weiblich",22,"(Fach-)Hochschulabschluss","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"bis 5.000 km","Mehrmals im Jahr",2,3,5,1,2,7,6,4,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich bin einmal mit einem E-Auto gefahren.",5,3,3,1,5,6,2,4,4,1,4,4,2,2,2,2,1,5,2,3,4,2,4,4,4,2,5,2,1,1,2,3,4,2,4,1,2,5,3,6,NA,NA,1,NA,4,3,2,2,1,1,2,3,4,5,1,4,5,3,4,4,2,4,3,4,2,5,2,4,5,3,4,5,5,2,5,2,1,2,2,4,4,2,4,1,2,5,3,6,NA,1297,FALSE,3,1.24561403508772,1.36117413693322,81,0.631441904186464,13,-0.164808563271804,0,FALSE,4.5,4.5,2.8,2.66666666666667,3,4,3,1.33333333333333,3,3.75,1.33333333333333,1.5,4.22222222222222,3,4,4.66666666666667,3,1.66666666666667,3.33333333333333,"negativ"
